Drug_Name,Drug_ID,Interactor_Name,Interactor_ID,Interaction_Description,targets_A,targets_B
Phentermine,DB00191,Netoglitazone,DB09199,The therapeutic efficacy of Netoglitazone can be increased when used in combination with Phentermine.,['HTR7'],['TRDMT1']
Phentermine,DB00191,Rivoglitazone,DB09200,The therapeutic efficacy of Rivoglitazone can be increased when used in combination with Phentermine.,['HTR2C'],['PGR']
Phentermine,DB00191,Ciglitazone,DB09201,The therapeutic efficacy of Ciglitazone can be increased when used in combination with Phentermine.,['HTR1D'],['NR3C1']
Phentermine,DB00191,Lixisenatide,DB09265,The therapeutic efficacy of Lixisenatide can be increased when used in combination with Phentermine.,['ADRA2A'],['KLK3']
Phentermine,DB00191,Insulin beef,DB09456,The therapeutic efficacy of Insulin beef can be increased when used in combination with Phentermine.,['ADRA1A'],['NR1I2']
Phentermine,DB00191,Insulin degludec,DB09564,The therapeutic efficacy of Insulin degludec can be increased when used in combination with Phentermine.,['HTR1A'],['ABCC8']
Phentermine,DB00191,Insulin peglispro,DB11567,The therapeutic efficacy of Insulin peglispro can be increased when used in combination with Phentermine.,['HTR7'],['ABCC8']
Phentermine,DB00191,Insulin tregopil,DB11568,The therapeutic efficacy of Insulin tregopil can be increased when used in combination with Phentermine.,['HTR2C'],['PPARG']
Phentermine,DB00191,Ipragliflozin,DB11698,The therapeutic efficacy of Ipragliflozin can be increased when used in combination with Phentermine.,['HTR1D'],['HRH1']
Phentermine,DB00191,Dutogliptin,DB11723,The therapeutic efficacy of Dutogliptin can be increased when used in combination with Phentermine.,['ADRA2A'],['PRKAA1']
Phentermine,DB00191,Allicin,DB11780,The therapeutic efficacy of Allicin can be increased when used in combination with Phentermine.,['ADRA1A'],['KCNJ8']
Phentermine,DB00191,Ertugliflozin,DB11827,The therapeutic efficacy of Ertugliflozin can be increased when used in combination with Phentermine.,['HTR7'],['ABCC8']
Phentermine,DB00191,"2,4-thiazolidinedione",DB11898,"The therapeutic efficacy of 2,4-thiazolidinedione can be increased when used in combination with Phentermine.",['HTR2C'],['ABCC9']
Phentermine,DB00191,Teneligliptin,DB11950,The therapeutic efficacy of Teneligliptin can be increased when used in combination with Phentermine.,['HTR1D'],['ABCB11']
Phentermine,DB00191,Omarigliptin,DB11992,The therapeutic efficacy of Omarigliptin can be increased when used in combination with Phentermine.,['ADRA2A'],['ABCA1']
Phentermine,DB00191,Carmegliptin,DB12268,The therapeutic efficacy of Carmegliptin can be increased when used in combination with Phentermine.,['ADRA1A'],['KCNJ11']
Phentermine,DB00191,Gemigliptin,DB12412,The therapeutic efficacy of Gemigliptin can be increased when used in combination with Phentermine.,['HTR1A'],['CPT1A']
Phentermine,DB00191,Anagliptin,DB12417,The therapeutic efficacy of Anagliptin can be increased when used in combination with Phentermine.,['HTR7'],['CFTR']
Phentermine,DB00191,Evogliptin,DB12625,The therapeutic efficacy of Evogliptin can be increased when used in combination with Phentermine.,['HTR2C'],['TRPM4']
Phentermine,DB00191,Sotagliflozin,DB12713,The therapeutic efficacy of Sotagliflozin can be increased when used in combination with Phentermine.,['HTR1D'],['ABCC8']
Phentermine,DB00191,Balaglitazone,DB12781,The therapeutic efficacy of Balaglitazone can be increased when used in combination with Phentermine.,['ADRA2A'],['PPARG']
Phentermine,DB00191,Remogliflozin etabonate,DB12935,The therapeutic efficacy of Remogliflozin etabonate can be increased when used in combination with Phentermine.,['ADRA1A'],['ABCC8']
Phentermine,DB00191,Carbutamide,DB13406,The therapeutic efficacy of Carbutamide can be increased when used in combination with Phentermine.,['HTR1A'],['VEGFA']
Phentermine,DB00191,Guar gum,DB13446,The therapeutic efficacy of Guar gum can be increased when used in combination with Phentermine.,['HTR7'],['ABCC8']
Phentermine,DB00191,Metahexamide,DB13675,The therapeutic efficacy of Metahexamide can be increased when used in combination with Phentermine.,['HTR2C'],['KCNJ1']
Phentermine,DB00191,Semaglutide,DB13928,The therapeutic efficacy of Semaglutide can be increased when used in combination with Phentermine.,['HTR1D'],['PPARG']
Phentermine,DB00191,Taspoglutide,DB14027,The therapeutic efficacy of Taspoglutide can be increased when used in combination with Phentermine.,['ADRA2A'],['MAOB']
Phentermine,DB00191,Englitazone,DB14035,The therapeutic efficacy of Englitazone can be increased when used in combination with Phentermine.,['ADRA1A'],['DRD2']
Phentermine,DB00191,Tirzepatide,DB15171,The therapeutic efficacy of Tirzepatide can be increased when used in combination with Phentermine.,['HTR1A'],['DRD3']
Phentermine,DB00191,Gastric inhibitory polypeptide,DB15217,The therapeutic efficacy of Gastric inhibitory polypeptide can be increased when used in combination with Phentermine.,['HTR7'],['HTR1D']
Phentermine,DB00191,Meperidine,DB00454,The therapeutic efficacy of Meperidine can be increased when used in combination with Phentermine.,['HTR1D'],['FLT3']
Phentermine,DB00191,Luseogliflozin,DB12214,The therapeutic efficacy of Luseogliflozin can be increased when used in combination with Phentermine.,['HTR7'],['VKORC1']
Tramadol,DB00193,Magnesium sulfate,DB00653,The therapeutic efficacy of Tramadol can be increased when used in combination with Magnesium sulfate.,['HTR1A'],['CFTR']
Tramadol,DB00193,Warfarin,DB00682,The therapeutic efficacy of Warfarin can be increased when used in combination with Tramadol.,['HTR1A'],['ADRA2C']
Tramadol,DB00193,Acenocoumarol,DB01418,The therapeutic efficacy of Acenocoumarol can be increased when used in combination with Tramadol.,['HTR7'],['ADRB1']
Tramadol,DB00193,(R)-warfarin,DB08496,The therapeutic efficacy of (R)-warfarin can be increased when used in combination with Tramadol.,['HTR2C'],['ADRB2']
Tramadol,DB00193,(S)-Warfarin,DB14055,The therapeutic efficacy of (S)-Warfarin can be increased when used in combination with Tramadol.,['HTR1D'],['ADRB3']
Tramadol,DB00193,"R,S-Warfarin alcohol",DB08735,"The therapeutic efficacy of R,S-Warfarin alcohol can be increased when used in combination with Tramadol.",['ADRA2A'],['PAH']
Tramadol,DB00193,"S,R-Warfarin alcohol",DB08736,"The therapeutic efficacy of S,R-Warfarin alcohol can be increased when used in combination with Tramadol.",['ADRA1A'],['SLC18A2']
Betaxolol,DB00195,Amiodarone,DB01118,The therapeutic efficacy of Betaxolol can be increased when used in combination with Amiodarone.,['HTR1A'],['VKORC1']
Betaxolol,DB00195,Deoxyepinephrine,DB13917,The therapeutic efficacy of Betaxolol can be increased when used in combination with Deoxyepinephrine.,['GLRA1'],['INSR']
Betaxolol,DB00195,Acetohexamide,DB00414,The therapeutic efficacy of Acetohexamide can be increased when used in combination with Betaxolol.,['DPP4'],['ORM2']
Betaxolol,DB00195,Chlorpropamide,DB00672,The therapeutic efficacy of Chlorpropamide can be increased when used in combination with Betaxolol.,['DPP4'],['GP9']
Betaxolol,DB00195,Tolazamide,DB00839,The therapeutic efficacy of Tolazamide can be increased when used in combination with Betaxolol.,['DPP4'],['KCNN4']
Betaxolol,DB00195,Glyburide,DB01016,The therapeutic efficacy of Glyburide can be increased when used in combination with Betaxolol.,['DPP4'],['PGR']
Betaxolol,DB00195,Glipizide,DB01067,The therapeutic efficacy of Glipizide can be increased when used in combination with Betaxolol.,['DPP4'],['NR3C1']
Betaxolol,DB00195,Gliclazide,DB01120,The therapeutic efficacy of Gliclazide can be increased when used in combination with Betaxolol.,['DPP4'],['KLK3']
Betaxolol,DB00195,Tolbutamide,DB01124,The therapeutic efficacy of Tolbutamide can be increased when used in combination with Betaxolol.,['DPP4'],['NR1I2']
Betaxolol,DB00195,Glisoxepide,DB01289,The therapeutic efficacy of Glisoxepide can be increased when used in combination with Betaxolol.,['DPP4'],['SLC5A2']
Betaxolol,DB00195,Glibornuride,DB08962,The therapeutic efficacy of Glibornuride can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Carbutamide,DB13406,The therapeutic efficacy of Carbutamide can be increased when used in combination with Betaxolol.,['DPP4'],['PON1']
Betaxolol,DB00195,Mifepristone,DB00834,The therapeutic efficacy of Mifepristone can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Sulfisoxazole,DB00263,The therapeutic efficacy of Sulfisoxazole can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Pentamidine,DB00738,The therapeutic efficacy of Pentamidine can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Sulfamethoxazole,DB01015,The therapeutic efficacy of Sulfamethoxazole can be increased when used in combination with Betaxolol.,['DPP4'],['KCNH2']
Betaxolol,DB00195,Sunitinib,DB01268,The therapeutic efficacy of Sunitinib can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Lobeglitazone,DB09198,The therapeutic efficacy of Lobeglitazone can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Phenformin,DB00914,The therapeutic efficacy of Phenformin can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Alogliptin,DB06203,The therapeutic efficacy of Alogliptin can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Insulin glargine,DB00047,The therapeutic efficacy of Insulin glargine can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Insulin pork,DB00071,The therapeutic efficacy of Insulin pork can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Insulin detemir,DB01307,The therapeutic efficacy of Insulin detemir can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2A']
Betaxolol,DB00195,Insulin glulisine,DB01309,The therapeutic efficacy of Insulin glulisine can be increased when used in combination with Betaxolol.,['DPP4'],['TOP2B']
Betaxolol,DB00195,Mitiglinide,DB01252,The therapeutic efficacy of Mitiglinide can be increased when used in combination with Betaxolol.,['DPP4'],['CA2']
Betaxolol,DB00195,Sitagliptin,DB01261,The therapeutic efficacy of Sitagliptin can be increased when used in combination with Betaxolol.,['DPP4'],['CA4']
Betaxolol,DB00195,Exenatide,DB01276,The therapeutic efficacy of Exenatide can be increased when used in combination with Betaxolol.,['DPP4'],['CA7']
Betaxolol,DB00195,Mecasermin,DB01277,The therapeutic efficacy of Mecasermin can be increased when used in combination with Betaxolol.,['DPP4'],['CA1']
Betaxolol,DB00195,Pramlintide,DB01278,The therapeutic efficacy of Pramlintide can be increased when used in combination with Betaxolol.,['DPP4'],['CA3']
Betaxolol,DB00195,Glymidine,DB01382,The therapeutic efficacy of Glymidine can be increased when used in combination with Betaxolol.,['DPP4'],['PTGS2']
Betaxolol,DB00195,AICA ribonucleotide,DB01700,The therapeutic efficacy of AICA ribonucleotide can be increased when used in combination with Betaxolol.,['DPP4'],['CA2']
Betaxolol,DB00195,Buformin,DB04830,The therapeutic efficacy of Buformin can be increased when used in combination with Betaxolol.,['DPP4'],['CA3']
Betaxolol,DB00195,Vildagliptin,DB04876,The therapeutic efficacy of Vildagliptin can be increased when used in combination with Betaxolol.,['DPP4'],['CDH11']
Betaxolol,DB00195,Voglibose,DB04878,The therapeutic efficacy of Voglibose can be increased when used in combination with Betaxolol.,['DPP4'],['PDPK1']
Betaxolol,DB00195,AMG-222,DB06011,The therapeutic efficacy of AMG-222 can be increased when used in combination with Betaxolol.,['DPP4'],['NEU1']
Betaxolol,DB00195,Bisegliptin,DB06127,The therapeutic efficacy of Bisegliptin can be increased when used in combination with Betaxolol.,['DPP4'],['EDNRB']
Betaxolol,DB00195,Saxagliptin,DB06335,The therapeutic efficacy of Saxagliptin can be increased when used in combination with Betaxolol.,['DPP4'],['EDNRA']
Betaxolol,DB00195,Linagliptin,DB08882,The therapeutic efficacy of Linagliptin can be increased when used in combination with Betaxolol.,['DPP4'],['HTR1A']
Betaxolol,DB00195,Benfluorex,DB09022,The therapeutic efficacy of Benfluorex can be increased when used in combination with Betaxolol.,['DPP4'],['HTR1D']
Betaxolol,DB00195,Albiglutide,DB09043,The therapeutic efficacy of Albiglutide can be increased when used in combination with Betaxolol.,['DPP4'],['HTR1B']
Betaxolol,DB00195,Dulaglutide,DB09045,The therapeutic efficacy of Dulaglutide can be increased when used in combination with Betaxolol.,['DPP4'],['HTR1F']
Betaxolol,DB00195,Netoglitazone,DB09199,The therapeutic efficacy of Netoglitazone can be increased when used in combination with Betaxolol.,['DPP4'],['ADRA1A']
Betaxolol,DB00195,Rivoglitazone,DB09200,The therapeutic efficacy of Rivoglitazone can be increased when used in combination with Betaxolol.,['DPP4'],['ADRA1D']
Betaxolol,DB00195,Ciglitazone,DB09201,The therapeutic efficacy of Ciglitazone can be increased when used in combination with Betaxolol.,['DPP4'],['ADRA1B']
Betaxolol,DB00195,Lixisenatide,DB09265,The therapeutic efficacy of Lixisenatide can be increased when used in combination with Betaxolol.,['DPP4'],['CA1']
Betaxolol,DB00195,Ipragliflozin,DB11698,The therapeutic efficacy of Ipragliflozin can be increased when used in combination with Betaxolol.,['DPP4'],['CA2']
Betaxolol,DB00195,Dutogliptin,DB11723,The therapeutic efficacy of Dutogliptin can be increased when used in combination with Betaxolol.,['DPP4'],['CA4']
Betaxolol,DB00195,Allicin,DB11780,The therapeutic efficacy of Allicin can be increased when used in combination with Betaxolol.,['DPP4'],['CA12']
Betaxolol,DB00195,Tofogliflozin,DB11824,The therapeutic efficacy of Tofogliflozin can be increased when used in combination with Betaxolol.,['DPP4'],['CA14']
Betaxolol,DB00195,Ertugliflozin,DB11827,The therapeutic efficacy of Ertugliflozin can be increased when used in combination with Betaxolol.,['DPP4'],['CA3']
Betaxolol,DB00195,"2,4-thiazolidinedione",DB11898,"The therapeutic efficacy of 2,4-thiazolidinedione can be increased when used in combination with Betaxolol.",['DPP4'],['CA7']
Betaxolol,DB00195,Teneligliptin,DB11950,The therapeutic efficacy of Teneligliptin can be increased when used in combination with Betaxolol.,['DPP4'],['AQP1']
Betaxolol,DB00195,Carmegliptin,DB12268,The therapeutic efficacy of Carmegliptin can be increased when used in combination with Betaxolol.,['DPP4'],['SCN1A']
Betaxolol,DB00195,Gemigliptin,DB12412,The therapeutic efficacy of Gemigliptin can be increased when used in combination with Betaxolol.,['DPP4'],['SCN2A']
Betaxolol,DB00195,Anagliptin,DB12417,The therapeutic efficacy of Anagliptin can be increased when used in combination with Betaxolol.,['DPP4'],['SCN3A']
Betaxolol,DB00195,Evogliptin,DB12625,The therapeutic efficacy of Evogliptin can be increased when used in combination with Betaxolol.,['DPP4'],['SCN4A']
Betaxolol,DB00195,Sotagliflozin,DB12713,The therapeutic efficacy of Sotagliflozin can be increased when used in combination with Betaxolol.,['DPP4'],['SCN5A']
Betaxolol,DB00195,Balaglitazone,DB12781,The therapeutic efficacy of Balaglitazone can be increased when used in combination with Betaxolol.,['DPP4'],['SCN9A']
Betaxolol,DB00195,Remogliflozin etabonate,DB12935,The therapeutic efficacy of Remogliflozin etabonate can be increased when used in combination with Betaxolol.,['DPP4'],['SCN11A']
Betaxolol,DB00195,Guar gum,DB13446,The therapeutic efficacy of Guar gum can be increased when used in combination with Betaxolol.,['DPP4'],['SCN1B']
Betaxolol,DB00195,Semaglutide,DB13928,The therapeutic efficacy of Semaglutide can be increased when used in combination with Betaxolol.,['DPP4'],['SCN2B']
Betaxolol,DB00195,Taspoglutide,DB14027,The therapeutic efficacy of Taspoglutide can be increased when used in combination with Betaxolol.,['DPP4'],['SCN3B']
Betaxolol,DB00195,Englitazone,DB14035,The therapeutic efficacy of Englitazone can be increased when used in combination with Betaxolol.,['DPP4'],['SCN4B']
Betaxolol,DB00195,Tirzepatide,DB15171,The therapeutic efficacy of Tirzepatide can be increased when used in combination with Betaxolol.,['DPP4'],['CACNA1G']
Betaxolol,DB00195,Gastric inhibitory polypeptide,DB15217,The therapeutic efficacy of Gastric inhibitory polypeptide can be increased when used in combination with Betaxolol.,['DPP4'],['CACNA1H']
Betaxolol,DB00195,Glimepiride,DB00222,The therapeutic efficacy of Glimepiride can be increased when used in combination with Betaxolol.,['DPP4'],['CACNA1I']
Betaxolol,DB00195,Hydrochlorothiazide,DB00999,The therapeutic efficacy of Betaxolol can be increased when used in combination with Hydrochlorothiazide.,['HTR1A'],['CA12']
Betaxolol,DB00195,Bendroflumethiazide,DB00436,The therapeutic efficacy of Betaxolol can be increased when used in combination with Bendroflumethiazide.,['HTR2B'],['CA13']
Betaxolol,DB00195,Cyclothiazide,DB00606,The therapeutic efficacy of Betaxolol can be increased when used in combination with Cyclothiazide.,['HTR2A'],['CA14']
Betaxolol,DB00195,Hydroflumethiazide,DB00774,The therapeutic efficacy of Betaxolol can be increased when used in combination with Hydroflumethiazide.,['HRH1'],['MAOB']
Betaxolol,DB00195,Chlorothiazide,DB00880,The therapeutic efficacy of Betaxolol can be increased when used in combination with Chlorothiazide.,['HTR2C'],['MAOA']
Betaxolol,DB00195,Trichlormethiazide,DB01021,The therapeutic efficacy of Betaxolol can be increased when used in combination with Trichlormethiazide.,['ADRA1A'],['GABRA1']
Betaxolol,DB00195,Polythiazide,DB01324,The therapeutic efficacy of Betaxolol can be increased when used in combination with Polythiazide.,['DRD3'],['SLC22A6']
Betaxolol,DB00195,Cyclopenthiazide,DB13532,The therapeutic efficacy of Betaxolol can be increased when used in combination with Cyclopenthiazide.,['DRD2'],['SLC22A11']
Betaxolol,DB00195,Methyclothiazide,DB00232,The therapeutic efficacy of Betaxolol can be increased when used in combination with Methyclothiazide.,['HTR1A'],['SLC22A8']
Betaxolol,DB00195,Benzthiazide,DB00562,The therapeutic efficacy of Betaxolol can be increased when used in combination with Benzthiazide.,['HTR2B'],['PANX1']
Betaxolol,DB00195,Mebutizide,DB13430,The therapeutic efficacy of Betaxolol can be increased when used in combination with Mebutizide.,['HTR2A'],['TAS2R16']
Betaxolol,DB00195,Buthiazide,DB15861,The therapeutic efficacy of Betaxolol can be increased when used in combination with Buthiazide.,['HRH1'],['HMGCR']
Betaxolol,DB00195,Indapamide,DB00808,The therapeutic efficacy of Indapamide can be increased when used in combination with Betaxolol.,['SLC6A4'],['CA1']
Fluconazole,DB00196,Warfarin,DB00682,The therapeutic efficacy of Warfarin can be increased when used in combination with Fluconazole.,['ADRB3'],['CA10']
Fluconazole,DB00196,Dicoumarol,DB00266,The therapeutic efficacy of Dicoumarol can be increased when used in combination with Fluconazole.,['ADRA1A'],['VEGFA']
Fluconazole,DB00196,Phenindione,DB00498,The therapeutic efficacy of Phenindione can be increased when used in combination with Fluconazole.,['ADRA1B'],['NPPB']
Fluconazole,DB00196,Phenprocoumon,DB00946,The therapeutic efficacy of Phenprocoumon can be increased when used in combination with Fluconazole.,['ADRA1D'],['GJA1']
Fluconazole,DB00196,4-hydroxycoumarin,DB03410,The therapeutic efficacy of 4-hydroxycoumarin can be increased when used in combination with Fluconazole.,['ADRA2A'],['KCNH2']
Fluconazole,DB00196,Coumarin,DB04665,The therapeutic efficacy of Coumarin can be increased when used in combination with Fluconazole.,['ADRA2B'],['VCAM1']
Fluconazole,DB00196,Ethyl biscoumacetate,DB08794,The therapeutic efficacy of Ethyl biscoumacetate can be increased when used in combination with Fluconazole.,['ADRA2C'],['ADRA1D']
Fluconazole,DB00196,Fluindione,DB13136,The therapeutic efficacy of Fluindione can be increased when used in combination with Fluconazole.,['ADRB1'],['ADRA1B']
Fluconazole,DB00196,Clorindione,DB13275,The therapeutic efficacy of Clorindione can be increased when used in combination with Fluconazole.,['ADRB2'],['ADRA2C']
Fluconazole,DB00196,Diphenadione,DB13347,The therapeutic efficacy of Diphenadione can be increased when used in combination with Fluconazole.,['ADRB3'],['ADRA2B']
Fluconazole,DB00196,Tioclomarol,DB13451,The therapeutic efficacy of Tioclomarol can be increased when used in combination with Fluconazole.,['PAH'],['ADRA2A']
Troglitazone,DB00197,Moxifloxacin,DB00218,The therapeutic efficacy of Troglitazone can be increased when used in combination with Moxifloxacin.,['ADRB2'],['PANX1']
Troglitazone,DB00197,Grepafloxacin,DB00365,The therapeutic efficacy of Troglitazone can be increased when used in combination with Grepafloxacin.,['ADRB3'],['TAS2R16']
Troglitazone,DB00197,Enoxacin,DB00467,The therapeutic efficacy of Troglitazone can be increased when used in combination with Enoxacin.,['PAH'],['HMGCR']
Troglitazone,DB00197,Pefloxacin,DB00487,The therapeutic efficacy of Troglitazone can be increased when used in combination with Pefloxacin.,['ADRA1A'],['ITGAL']
Troglitazone,DB00197,Ciprofloxacin,DB00537,The therapeutic efficacy of Troglitazone can be increased when used in combination with Ciprofloxacin.,['ADRA1B'],['CA2']
Troglitazone,DB00197,Trovafloxacin,DB00685,The therapeutic efficacy of Troglitazone can be increased when used in combination with Trovafloxacin.,['ADRA1D'],['CA1']
Troglitazone,DB00197,Nalidixic acid,DB00779,The therapeutic efficacy of Troglitazone can be increased when used in combination with Nalidixic acid.,['ADRA2A'],['CA4']
Troglitazone,DB00197,Rosoxacin,DB00817,The therapeutic efficacy of Troglitazone can be increased when used in combination with Rosoxacin.,['ADRA2B'],['CA7']
Troglitazone,DB00197,Cinoxacin,DB00827,The therapeutic efficacy of Troglitazone can be increased when used in combination with Cinoxacin.,['ADRA2C'],['CA3']
Troglitazone,DB00197,Norfloxacin,DB01059,The therapeutic efficacy of Troglitazone can be increased when used in combination with Norfloxacin.,['ADRB3'],['KCNJ1']
Troglitazone,DB00197,Levofloxacin,DB01137,The therapeutic efficacy of Troglitazone can be increased when used in combination with Levofloxacin.,['PAH'],['ABCC8']
Troglitazone,DB00197,Garenoxacin,DB06160,The therapeutic efficacy of Troglitazone can be increased when used in combination with Garenoxacin.,['ADRA2C'],['NS3/4A']
Troglitazone,DB00197,Difloxacin,DB11511,The therapeutic efficacy of Troglitazone can be increased when used in combination with Difloxacin.,['ADRA1B'],['BRAF']
Troglitazone,DB00197,Glyburide,DB01016,The therapeutic efficacy of Glyburide can be increased when used in combination with Troglitazone.,['ADRB3'],['SLC6A4']
Troglitazone,DB00197,Glimepiride,DB00222,The therapeutic efficacy of Glimepiride can be increased when used in combination with Troglitazone.,['PAH'],['SLC6A3']
Troglitazone,DB00197,Glipizide,DB01067,The therapeutic efficacy of Glipizide can be increased when used in combination with Troglitazone.,['ADRA1A'],['MAOA']
Troglitazone,DB00197,Acetohexamide,DB00414,The therapeutic efficacy of Acetohexamide can be increased when used in combination with Troglitazone.,['ADRA1B'],['MAOB']
Troglitazone,DB00197,Chlorpropamide,DB00672,The therapeutic efficacy of Chlorpropamide can be increased when used in combination with Troglitazone.,['ADRA1D'],['NPY']
Troglitazone,DB00197,Tolazamide,DB00839,The therapeutic efficacy of Tolazamide can be increased when used in combination with Troglitazone.,['ADRA2A'],['ADRB1']
Troglitazone,DB00197,Gliclazide,DB01120,The therapeutic efficacy of Gliclazide can be increased when used in combination with Troglitazone.,['ADRA2B'],['ADRA1A']
Troglitazone,DB00197,Gliquidone,DB01251,The therapeutic efficacy of Gliquidone can be increased when used in combination with Troglitazone.,['ADRA2C'],['ADRA1A']
Troglitazone,DB00197,Glisoxepide,DB01289,The therapeutic efficacy of Glisoxepide can be increased when used in combination with Troglitazone.,['ADRB1'],['NDUFC2']
Troglitazone,DB00197,Glibornuride,DB08962,The therapeutic efficacy of Glibornuride can be increased when used in combination with Troglitazone.,['ADRB2'],['ADRB2']
Troglitazone,DB00197,Carbutamide,DB13406,The therapeutic efficacy of Carbutamide can be increased when used in combination with Troglitazone.,['ADRB3'],['VEGFA']
Troglitazone,DB00197,Metahexamide,DB13675,The therapeutic efficacy of Metahexamide can be increased when used in combination with Troglitazone.,['PAH'],['NPPB']
Troglitazone,DB00197,Tolbutamide,DB01124,The therapeutic efficacy of Tolbutamide can be increased when used in combination with Troglitazone.,['ADRA1A'],['GJA1']
Troglitazone,DB00197,Sulfapyridine,DB00891,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfapyridine.,['SLC5A2'],['BRAF']
Troglitazone,DB00197,Sulfaperin,DB13320,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfaperin.,['SLC5A2'],['CA1']
Troglitazone,DB00197,Mefruside,DB13405,The therapeutic efficacy of Troglitazone can be increased when used in combination with Mefruside.,['SLC5A2'],['CA4']
Troglitazone,DB00197,Sulfametomidine,DB13485,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfametomidine.,['SLC5A2'],['CA7']
Troglitazone,DB00197,Sulfatolamide,DB13547,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfatolamide.,['SLC5A2'],['CA3']
Troglitazone,DB00197,Clofenamide,DB13663,The therapeutic efficacy of Troglitazone can be increased when used in combination with Clofenamide.,['SLC5A2'],['SLC6A2']
Troglitazone,DB00197,Sulfathiourea,DB13699,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfathiourea.,['SLC5A2'],['SLC6A4']
Troglitazone,DB00197,Fenquizone,DB13708,The therapeutic efficacy of Troglitazone can be increased when used in combination with Fenquizone.,['SLC5A2'],['SLC6A3']
Troglitazone,DB00197,Sulfaguanidine,DB13726,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfaguanidine.,['SLC5A2'],['MAOA']
Troglitazone,DB00197,Sulfamethoxypyridazine,DB13773,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfamethoxypyridazine.,['SLC5A2'],['MAOB']
Troglitazone,DB00197,Clopamide,DB13792,The therapeutic efficacy of Troglitazone can be increased when used in combination with Clopamide.,['SLC5A2'],['NPY']
Troglitazone,DB00197,Xipamide,DB13803,The therapeutic efficacy of Troglitazone can be increased when used in combination with Xipamide.,['SLC5A2'],['ADRB1']
Troglitazone,DB00197,Acetyl sulfisoxazole,DB14033,The therapeutic efficacy of Troglitazone can be increased when used in combination with Acetyl sulfisoxazole.,['SLC5A2'],['ADRA1A']
Troglitazone,DB00197,Tamsulosin,DB00706,The therapeutic efficacy of Troglitazone can be increased when used in combination with Tamsulosin.,['SLC5A2'],['ADRA1A']
Troglitazone,DB00197,Methazolamide,DB00703,The therapeutic efficacy of Troglitazone can be increased when used in combination with Methazolamide.,['SLC5A2'],['NDUFC2']
Troglitazone,DB00197,Buthiazide,DB15861,The therapeutic efficacy of Troglitazone can be increased when used in combination with Buthiazide.,['SLC5A2'],['ADRB2']
Troglitazone,DB00197,Sulfametrole,DB15975,The therapeutic efficacy of Troglitazone can be increased when used in combination with Sulfametrole.,['SLC5A2'],['VEGFA']
Troglitazone,DB00197,Simeprevir,DB06290,The therapeutic efficacy of Troglitazone can be increased when used in combination with Simeprevir.,['SLC5A2'],['HTR1B']
Troglitazone,DB00197,Probenecid,DB01032,The therapeutic efficacy of Troglitazone can be increased when used in combination with Probenecid.,['SLC5A2'],['ADRB1']
Troglitazone,DB00197,Timolol,DB00373,The therapeutic efficacy of Troglitazone can be increased when used in combination with Timolol.,['P2RY12'],['CACNA1H']
Troglitazone,DB00197,Atenolol,DB00335,The therapeutic efficacy of Troglitazone can be increased when used in combination with Atenolol.,['P2RY12'],['CACNA1C']
Troglitazone,DB00197,Carvedilol,DB01136,The therapeutic efficacy of Troglitazone can be increased when used in combination with Carvedilol.,['P2RY12'],['CACNA1D']
Troglitazone,DB00197,Propafenone,DB01182,The therapeutic efficacy of Troglitazone can be increased when used in combination with Propafenone.,['P2RY12'],['CACNA1F']
Troglitazone,DB00197,Dexpropranolol,DB03322,The therapeutic efficacy of Troglitazone can be increased when used in combination with Dexpropranolol.,['HTR2A'],['CACNA1H']
Troglitazone,DB00197,Celiprolol,DB04846,The therapeutic efficacy of Troglitazone can be increased when used in combination with Celiprolol.,['HTR1A'],['CACNA1I']
Troglitazone,DB00197,Bufuralol,DB06726,The therapeutic efficacy of Troglitazone can be increased when used in combination with Bufuralol.,['CACNA1A'],['CALM1']
Troglitazone,DB00197,Bopindolol,DB08807,The therapeutic efficacy of Troglitazone can be increased when used in combination with Bopindolol.,['HTR2C'],['CALM1']
